"","logFC","logCPM","LR","PValue"
"Cfb",0.542377844976326,2.25799137353202,3.60846569090139,0.0574861324072616
"Ctla2b",0.327810760493434,3.32982288390807,0.735406820080849,0.391136221955593
"Slc15a3",0.127243500089789,3.29945880181528,0.12303120612623,0.725769875034231
"Sytl5",-0.202978440216096,2.79932762530184,0.364791727058021,0.5458570015612
"Tceal3",-0.117718599898837,2.16119657011882,0.158905370555697,0.690166321218279
"Zfp566",-0.0587215680530074,2.11914016190859,0.0463989853822606,0.829452166775799
"A530032D15Rik",0.237577346275492,1.88748781508049,0.503771636657447,0.477847569105106
"Gm16197",0.193648212380239,1.83895397961157,0.258386631760805,0.611230733102169
"Hey2",0.54445450142393,1.6721150781535,1.18402295082207,0.276538521897793
"Klhdc1",0.123509464871574,1.85557319036641,0.207432666340841,0.64878713883845
"Myo1f",-0.160215962818272,2.85487900732523,0.151044731568053,0.697538968043013
"Nog",0.0932176479208459,2.28398770516904,0.0551790177187268,0.81428468469079
"Pex11c",0.0802625820250939,1.93718065221191,0.0759337624443788,0.782885410265892
"Zfp72",0.770527345485519,1.93275065093682,5.19628521022736,0.0226352116195291
"1700094D03Rik",0.225403276130366,1.9828520054367,0.63458236071446,0.42567943898489
"Aff2",0.0405417514262943,2.71927674944065,0.031440496170783,0.859261219577942
"Grin3a",-0.255702005469283,3.59146670525025,0.759026523450054,0.383633341419387
"Klf5",-0.15838193314678,2.94810896748817,0.459621790683828,0.497800782841958
"Lypd6",-0.0160161031708135,2.50233366655374,0.00279719162358916,0.957820760867312
"Macrod1",-0.446729140939698,1.94553891772927,2.43308504411864,0.118798891989322
"Mtrf1",0.199629183104466,1.9207185969619,0.488418582172591,0.484633588009443
"Rprm",-0.225524644050506,2.1678915703363,0.682551326563115,0.408709566068419
"1700019L03Rik",-0.153694488681533,2.41098226354221,0.346523692407461,0.556087610963469
"Ankrd35",0.327538987853337,1.53230387353128,0.539225032730979,0.462754075552392
"Ccbl2",-0.10262915238427,1.92836686549726,0.124358030713799,0.724355091725988
"Dancr",0.019789507967201,2.31214929005122,0.00624722949957857,0.937001270583985
"Fut4",-0.0870680079202649,2.33557725560902,0.0892052822190053,0.765189916130901
"Gprasp2",0.903979722189185,1.56355036827158,6.76664670891907,0.00928771833323648
"Parp16",0.295965311116378,2.02951297102424,0.661022474512112,0.416199203269141
"Zic3",-0.342101355628412,1.9516009358654,0.726686982056895,0.393959178947848
"Zkscan2",0.439659295411067,1.70588253104639,1.22162450113378,0.269042078485673
"Cib2",-0.28214665718716,1.99906516217801,0.81260214170062,0.367352043374757
"Fermt3",0.083020216213788,3.09882353118302,0.0555552556179304,0.813664209524797
"Gbp9",0.864129293315629,1.66830087812231,4.73928720424457,0.0294812836779585
"Slc25a29",-0.109901481337936,2.96071305007018,0.199462358130774,0.65515516544345
"Tube1",0.412555006683955,1.9448288917741,2.05737184979335,0.151471222587207
"Wnt5b",-0.372406257723371,2.65272903766761,1.63030704950382,0.20166058455503
"Atp10d",0.554036693109335,2.73661536938907,6.20286008764768,0.01275440504096
"Dcp1b",-0.0710007322413681,2.09433704184476,0.069316241193305,0.792334945299903
"Dnajc12",0.108191371029248,2.67347135931593,0.176966847015215,0.673992947309726
"Fam150a",0.0216892198771826,2.35832045145401,0.00487406022365811,0.944341329873284
"Fancl",-0.124981033194834,2.22098751537667,0.176583991628574,0.674325490199818
"Hoxd9",0.0813533084361707,1.90053256476276,0.0342236981031245,0.853231795435013
"Hs3st5",0.108990608223569,1.77634355637813,0.0612874632556615,0.804472503431961
"Itga10",0.0592649377827186,2.39933978987435,0.031801063659767,0.858464976298247
"Pctp",-0.0099133873548848,3.04258273358079,0.00206765026799571,0.963731552837194
"Pigf",-0.0210380052748097,2.56798343954974,0.00485289943383016,0.94446208693763
"Ranbp17",0.0181461303906437,2.30218542310363,0.00400570151912216,0.949535091618952
"Recql4",0.324967440946086,2.38549056526738,1.83285683679429,0.175790482544222
"Slc14a1",-0.318244099088537,2.77892349202558,0.841387786726917,0.359000164568632
"Slc29a2",-0.242993712260225,2.15941218785621,0.678118880133471,0.410235234488854
"Tatdn3",0.230444219649684,2.02200591935721,0.579084565749923,0.446671365782411
"Tmem62",0.175608387467247,2.30793321629581,0.367580656773097,0.544325979859292
"Tspyl5",0.240205002219445,1.78670261129542,0.294104700099767,0.587602069561431
"Ttll3",-0.231923614181941,2.01012214901695,0.63198481675084,0.42662820348641
"Vwa1",-0.162913990115923,2.24006576882195,0.177593360074441,0.67344967883841
